epoch,accuracy,loss,val_accuracy,val_loss
0,0.010271459817886353,4.802391052246094,0.007338551804423332,4.782016277313232
1,0.014551235362887383,4.757673263549805,0.016634050756692886,4.720887660980225
2,0.02396674081683159,4.641398906707764,0.025440312922000885,4.5846991539001465
3,0.030814379453659058,4.517014980316162,0.030821917578577995,4.501800060272217
4,0.040963560342788696,4.395557880401611,0.045988257974386215,4.3701629638671875
5,0.05380288511514664,4.238279342651367,0.046966731548309326,4.249228000640869
6,0.06444118171930313,4.167659759521484,0.054794520139694214,4.220781326293945
7,0.0712888240814209,4.109710216522217,0.055772993713617325,4.196618556976318
8,0.07275617867708206,4.070946216583252,0.06996086239814758,4.1496195793151855
9,0.07911469787359238,4.026608943939209,0.0626223087310791,4.154175758361816
10,0.08498410135507584,3.962616443634033,0.06653620302677155,4.067392349243164
11,0.08889704197645187,3.908292770385742,0.07729941606521606,4.048507213592529
12,0.1051601842045784,3.841216564178467,0.07876712083816528,4.013239860534668
13,0.10919540375471115,3.788886547088623,0.08708415180444717,3.9693856239318848
14,0.10980679839849472,3.7591919898986816,0.09001956880092621,3.891449451446533
15,0.10919540375471115,3.7409844398498535,0.09295499324798584,3.898254632949829
16,0.11873319000005722,3.7050423622131348,0.09148728102445602,3.9225013256073
17,0.12007825821638107,3.6838228702545166,0.0890410989522934,3.908266544342041
0,0.1578625589609146,3.4216995239257812,0.1418786644935608,3.464285135269165
1,0.1952800154685974,3.1516172885894775,0.161448135972023,3.3106679916381836
2,0.2192467600107193,3.006523370742798,0.1780821979045868,3.1770153045654297
3,0.2334311604499817,2.8984694480895996,0.20058707892894745,3.1255416870117188
4,0.24455857276916504,2.799607515335083,0.19863013923168182,3.0698952674865723
5,0.2754952311515808,2.700626850128174,0.2045009732246399,3.0348026752471924
6,0.28552213311195374,2.633331775665283,0.2049902081489563,3.0307745933532715
7,0.3021521270275116,2.538679838180542,0.214774951338768,3.0166966915130615
8,0.32147225737571716,2.468637704849243,0.2411937415599823,3.0233874320983887
9,0.3314991295337677,2.3948278427124023,0.2323874682188034,2.9792537689208984
